"constituency","constituency_no","district","district_no"
"Skuodo  - Mažeikių",37,"Lenkimų",14
"Skuodo  - Mažeikių",37,"Žemalės",14
"Skuodo  - Mažeikių",37,"Mosėdžio",15
"Skuodo  - Mažeikių",37,"Šerkšnėnų",15
"Skuodo  - Mažeikių",37,"Plinkšių",16
"Skuodo  - Mažeikių",37,"Šauklių",16
"Skuodo  - Mažeikių",37,"Notėnų",17
"Skuodo  - Mažeikių",37,"Tirkšlių",17
"Skuodo  - Mažeikių",37,"Balėnų",18
"Skuodo  - Mažeikių",37,"Šliktinės",18
"Skuodo  - Mažeikių",37,"Daukšių",19
"Skuodo  - Mažeikių",37,"Užlieknės",19
"Skuodo  - Mažeikių",37,"Buknaičių",20
"Skuodo  - Mažeikių",37,"D.Rūšupių",20
"Skuodo  - Mažeikių",37,"Leckavos",21
"Skuodo  - Mažeikių",37,"Luknės",21
"Skuodo  - Mažeikių",37,"Auksūdžio",22
"Skuodo  - Mažeikių",37,"M.Rūšupių",22
"Skuodo  - Mažeikių",37,"Dagių",23
"Skuodo  - Mažeikių",37,"Šačių",23
"Skuodo  - Mažeikių",37,"Renavo",24
"Skuodo  - Mažeikių",37,"Rukų",24
"Skuodo  - Mažeikių",37,"Pikelių",25
"Skuodo  - Mažeikių",37,"Račalių",26
"Skuodo  - Mažeikių",37,"Ukrinų",27
"Skuodo  - Mažeikių",37,"Židikų",28
"Skuodo  - Mažeikių",37,"Urvikių",29
"Skuodo  - Mažeikių",37,"Bugenių",30
"Skuodo  - Mažeikių",37,"Purvėnų",32
"Skuodo  - Mažeikių",37,"Laižuvos",33
"Skuodo  - Mažeikių",37,"Lūšės",34
"Skuodo  - Mažeikių",37,"Pievėnų",35
"Mažeikių",38,"M.Račkausko",1
"Mažeikių",38,"Senamieščio",2
"Mažeikių",38,"Kęstučio",3
"Mažeikių",38,"Gabijos",4
"Mažeikių",38,"Žemaitijos",5
"Mažeikių",38,"Reivyčių",6
"Mažeikių",38,"Pavasario",7
"Mažeikių",38,"Naftininkų",8
"Mažeikių",38,"Pavenčių",9
"Mažeikių",38,"Sodų",10
"Mažeikių",38,"Kalnėnų",11
"Mažeikių",38,"Ventos",12
"Mažeikių",38,"Krakių",31
"Mažeikių",38,"Kapėnų",36
"Mažeikių",38,"Palnosų",37
"Mažeikių",38,"Viekšnių",38
"Akmenės - Joniškio",39,"Senamiesčio",1
"Akmenės - Joniškio",39,"V. Kudirkos",2
"Akmenės - Joniškio",39,"Respublikos",3
"Akmenės - Joniškio",39,"Ramučių",4
"Akmenės - Joniškio",39,"Žagarės",4
"Akmenės - Joniškio",39,"Agluonų",5
"Akmenės - Joniškio",39,"Akmenės 1-oji",6
"Akmenės - Joniškio",39,"Alkiškių",7
"Akmenės - Joniškio",39,"Daunoriškės",7
"Akmenės - Joniškio",39,"Daubiškių",8
"Akmenės - Joniškio",39,"Daukšių",8
"Akmenės - Joniškio",39,"Gaižaičių",9
"Akmenės - Joniškio",39,"Kairiškių",9
"Akmenės - Joniškio",39,"Gulbinų",10
"Akmenės - Joniškio",39,"Gataučių",11
"Akmenės - Joniškio",39,"Kivylių",11
"Akmenės - Joniškio",39,"Kalnelio",12
"Akmenės - Joniškio",39,"Kruopių",12
"Akmenės - Joniškio",39,"Jučių",13
"Akmenės - Joniškio",39,"Šapnagių",14
"Akmenės - Joniškio",39,"Pavenčio",15
"Akmenės - Joniškio",39,"Papilės",16
"Akmenės - Joniškio",39,"Linkaičių",17
"Akmenės - Joniškio",39,"Luokavos",17
"Akmenės - Joniškio",39,"Maldenių",18
"Akmenės - Joniškio",39,"Sablauskių",18
"Akmenės - Joniškio",39,"Ventos",19
"Akmenės - Joniškio",39,"Kalniškių",20
"Akmenės - Joniškio",39,"Rudiškių",20
"Akmenės - Joniškio",39,"Eglesių",21
"Akmenės - Joniškio",39,"Klykolių",22
"Akmenės - Joniškio",39,"Skaistgirio",22
"Akmenės - Joniškio",39,"Akmenės 2-oji",23
"Akmenės - Joniškio",39,"Stungių",23
"Akmenės - Joniškio",39,"Naujamiesčio",24
"Akmenės - Joniškio",39,"Stupurų",24
"Akmenės - Joniškio",39,"Jakiškių",28
"Akmenės - Joniškio",39,"Jauniūnų",29
"Akmenės - Joniškio",39,"Maželių",30
"Akmenės - Joniškio",39,"Mekių",31
"Akmenės - Joniškio",39,"Jurdaičių",34
"Telšių",40,"Lygumų",1
"Telšių",40,"Masčio",2
"Telšių",40,"Respublikos",3
"Telšių",40,"Žemaitės",4
"Telšių",40,"Muziejaus",5
"Telšių",40,"Šviesos",6
"Telšių",40,"Kalno",7
"Telšių",40,"Kęstučio",8
"Telšių",40,"Sedos",9
"Telšių",40,"P.Cvirkos",10
"Telšių",40,"Degaičių",11
"Telšių",40,"Eigirdžių",12
"Telšių",40,"Buožėnų",13
"Telšių",40,"Gedrimų",14
"Telšių",40,"Nevarėnų",15
"Telšių",40,"Mitkaičių",16
"Telšių",40,"Nerimdaičių",17
"Telšių",40,"Ubiškės",18
"Telšių",40,"Tryškių",19
"Telšių",40,"Kaunatavos",20
"Telšių",40,"Upynos",21
"Telšių",40,"Kirklių",22
"Telšių",40,"Luokės",23
"Telšių",40,"Viekšnalių",24
"Telšių",40,"Kuršų",25
"Telšių",40,"Janapolės",26
"Telšių",40,"Varnių",28
"Telšių",40,"Žarėnų",29
"Telšių",40,"Ryškėnų",30
"Telšių",40,"Viešvėnų",31
"Telšių",40,"Vembūtų",32
"Telšių",40,"Rainių",33
"Kelmės",41,"Budraičių",1
"Kelmės",41,"Butkiškės",2
"Kelmės",41,"Dubėnų",3
"Kelmės",41,"Gailių",4
"Kelmės",41,"Janaučių",6
"Kelmės",41,"Junkilų",7
"Kelmės",41,"Karklėnų",8
"Kelmės",41,"Centro",9
"Kelmės",41,"A.Mackevičiaus",10
"Kelmės",41,"Kalno",11
"Kelmės",41,"Kiaunorių",12
"Kelmės",41,"Kolainių",13
"Kelmės",41,"Kražių",14
"Kelmės",41,"Kukečių",15
"Kelmės",41,"Laugalio",16
"Kelmės",41,"Liolių",17
"Kelmės",41,"Lupikų",18
"Kelmės",41,"Maironių",19
"Kelmės",41,"Minupių",20
"Kelmės",41,"Mockaičių",21
"Kelmės",41,"Pagryžuvio",22
"Kelmės",41,"Pakėvio",23
"Kelmės",41,"Pakražančio",24
"Kelmės",41,"Pašiaušės",25
"Kelmės",41,"Pašilėnų",26
"Kelmės",41,"Pašilės",27
"Kelmės",41,"Pavandenės",27
"Kelmės",41,"Pavėžupio",28
"Kelmės",41,"Petrališkės",29
"Kelmės",41,"Stulgių",30
"Kelmės",41,"Šaltenių",31
"Kelmės",41,"Šaukėnų",32
"Kelmės",41,"Šedbarų",33
"Kelmės",41,"Durpyno",34
"Kelmės",41,"Tytuvėnų",35
"Kelmės",41,"Užvenčio",36
"Kelmės",41,"Vaiguvos",37
"Kelmės",41,"Valpainių",38
"Kelmės",41,"Verpenos",39
"Kelmės",41,"Vidsodžio",40
"Kelmės",41,"Žalpių",41
"Raseinių",42,"Prabaudos",1
"Raseinių",42,"Stonų",2
"Raseinių",42,"Centro",3
"Raseinių",42,"Pramonės",4
"Raseinių",42,"Kalnujų",5
"Raseinių",42,"Pašaltuonio",6
"Raseinių",42,"Sujainių",7
"Raseinių",42,"Slabados",8
"Raseinių",42,"Viduklės",9
"Raseinių",42,"Paupio",10
"Raseinių",42,"Pryšmančių",11
"Raseinių",42,"Nemakščių",12
"Raseinių",42,"Kryžkalnio",13
"Raseinių",42,"Ariogalos",14
"Raseinių",42,"Šarkių",15
"Raseinių",42,"Gėluvos",16
"Raseinių",42,"Dainavos",17
"Raseinių",42,"Butkiškės",18
"Raseinių",42,"Verėduvos",19
"Raseinių",42,"Milašaičių",20
"Raseinių",42,"Paliepių",21
"Raseinių",42,"Pramedžiavos",22
"Raseinių",42,"Girkalnio",23
"Raseinių",42,"Požėčių",24
"Raseinių",42,"Grajauskų",25
"Raseinių",42,"Betygalos",26
"Raseinių",42,"Berteškių",27
"Raseinių",42,"Ilgižių",28
"Raseinių",42,"Agelaičių",29
"Raseinių",42,"Kaulakių",30
"Raseinių",42,"Skirmantiškės",31
"Raseinių",42,"Vosiliškio",32
"Raseinių",42,"Šiluvos",33
"Raseinių",42,"Lyduvėnų",34
"Raseinių",42,"Katauskių",35
"Raseinių",42,"Žaiginio",36
"Raseinių",42,"Ramonų",37
"Raseinių",42,"Gruzdiškės",38
"Raseinių",42,"Norgėlų",39
"Raseinių",42,"Lenkelių",40
"Raseinių",42,"Gabšių",41
